"year","mean_density","upper_cl","lower_cl"
2018,14.5490966004747,16.7422698278853,12.6432206663749
2019,12.5678449322001,14.7412877492659,10.7148526591711
2020,9.9478308065779,12.0283008951022,8.22720836627855
2021,13.2242927727483,15.6556253093339,11.1705483418218
2022,12.3968213623407,14.2857067824277,10.7576882425463
2023,10.6733666125122,12.5718152761238,9.06159948606989
