"","Date","Time","Buck","MarkedDoe","UnmarkedDoe","Doe_UnknownifMarked","Fawn","UnknownSex","Unknown_UnknownifMarked","UnknownAgeGroup","Comments","TotalAdult","TotalFawn","Location","ICDoe_2019","ControlCollar_Colour","ControlCollar_Tag","ICCollar_Colour","EarTagNumber_2019","EarTagNumber_2020","EarTagColour_2019","EarTagColour2020","ICDoe_2020","Multi_Marked_Comments","TotalMarked","WHID_all","df_year","datetime","year","SiteID"
"1","2020-10-08","22:13:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-08 22:13:00,2020,"Site19"
"2","2020-10-08","22:13:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-08 22:13:00,2020,"Site19"
"3","2020-10-08","22:13:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-08 22:13:00,2020,"Site19"
"4","2020-10-08","22:14:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-08 22:14:00,2020,"Site19"
"5","2020-10-08","22:14:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-08 22:14:00,2020,"Site19"
"6","2020-10-08","22:14:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-08 22:14:00,2020,"Site19"
"7","2020-10-08","22:14:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-08 22:14:00,2020,"Site19"
"8","2020-10-08","22:14:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-08 22:14:00,2020,"Site19"
"9","2020-10-08","22:14:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-08 22:14:00,2020,"Site19"
"10","2020-10-08","22:14:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-08 22:14:00,2020,"Site19"
"11","2020-10-08","22:14:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-08 22:14:00,2020,"Site19"
"12","2020-10-08","22:14:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-08 22:14:00,2020,"Site19"
"13","2020-10-08","22:16:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-08 22:16:00,2020,"Site19"
"14","2020-10-08","22:16:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-08 22:16:00,2020,"Site19"
"15","2020-10-08","22:16:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-08 22:16:00,2020,"Site19"
"16","2020-10-08","22:17:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-08 22:17:00,2020,"Site19"
"17","2020-10-08","22:17:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-08 22:17:00,2020,"Site19"
"18","2020-10-08","22:17:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-08 22:17:00,2020,"Site19"
"19","2020-10-08","23:20:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-08 23:20:00,2020,"Site19"
"20","2020-10-08","23:20:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-08 23:20:00,2020,"Site19"
"21","2020-10-08","23:20:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-08 23:20:00,2020,"Site19"
"22","2020-10-08","23:41:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-08 23:41:00,2020,"Site19"
"23","2020-10-08","23:41:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-08 23:41:00,2020,"Site19"
"24","2020-10-08","23:41:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-08 23:41:00,2020,"Site19"
"25","2020-10-09","00:05:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 00:05:00,2020,"Site19"
"26","2020-10-09","00:05:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 00:05:00,2020,"Site19"
"27","2020-10-09","00:05:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 00:05:00,2020,"Site19"
"28","2020-10-09","00:06:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 00:06:00,2020,"Site19"
"29","2020-10-09","00:06:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 00:06:00,2020,"Site19"
"30","2020-10-09","00:06:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 00:06:00,2020,"Site19"
"31","2020-10-09","00:06:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 00:06:00,2020,"Site19"
"32","2020-10-09","00:06:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 00:06:00,2020,"Site19"
"33","2020-10-09","00:06:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 00:06:00,2020,"Site19"
"34","2020-10-09","00:07:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 00:07:00,2020,"Site19"
"35","2020-10-09","00:07:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 00:07:00,2020,"Site19"
"36","2020-10-09","00:07:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 00:07:00,2020,"Site19"
"37","2020-10-09","00:07:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 00:07:00,2020,"Site19"
"38","2020-10-09","00:07:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 00:07:00,2020,"Site19"
"39","2020-10-09","00:07:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 00:07:00,2020,"Site19"
"40","2020-10-09","00:08:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 00:08:00,2020,"Site19"
"41","2020-10-09","00:08:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 00:08:00,2020,"Site19"
"42","2020-10-09","00:08:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 00:08:00,2020,"Site19"
"43","2020-10-09","01:15:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 01:15:00,2020,"Site19"
"44","2020-10-09","01:15:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 01:15:00,2020,"Site19"
"45","2020-10-09","01:15:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 01:15:00,2020,"Site19"
"46","2020-10-09","01:17:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 01:17:00,2020,"Site19"
"47","2020-10-09","01:17:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 01:17:00,2020,"Site19"
"48","2020-10-09","01:17:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 01:17:00,2020,"Site19"
"49","2020-10-09","01:29:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 01:29:00,2020,"Site19"
"50","2020-10-09","01:29:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 01:29:00,2020,"Site19"
"51","2020-10-09","01:29:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 01:29:00,2020,"Site19"
"52","2020-10-09","01:31:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 01:31:00,2020,"Site19"
"53","2020-10-09","01:31:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 01:31:00,2020,"Site19"
"54","2020-10-09","01:31:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 01:31:00,2020,"Site19"
"55","2020-10-09","02:35:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:35:00,2020,"Site19"
"56","2020-10-09","02:35:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:35:00,2020,"Site19"
"57","2020-10-09","02:35:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:35:00,2020,"Site19"
"58","2020-10-09","02:36:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:36:00,2020,"Site19"
"59","2020-10-09","02:36:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:36:00,2020,"Site19"
"60","2020-10-09","02:36:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:36:00,2020,"Site19"
"61","2020-10-09","02:39:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:39:00,2020,"Site19"
"62","2020-10-09","02:39:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:39:00,2020,"Site19"
"63","2020-10-09","02:39:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:39:00,2020,"Site19"
"64","2020-10-09","02:39:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:39:00,2020,"Site19"
"65","2020-10-09","02:39:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:39:00,2020,"Site19"
"66","2020-10-09","02:39:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:39:00,2020,"Site19"
"67","2020-10-09","02:39:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:39:00,2020,"Site19"
"68","2020-10-09","02:39:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:39:00,2020,"Site19"
"69","2020-10-09","02:39:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:39:00,2020,"Site19"
"70","2020-10-09","02:40:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:40:00,2020,"Site19"
"71","2020-10-09","02:40:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:40:00,2020,"Site19"
"72","2020-10-09","02:40:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:40:00,2020,"Site19"
"73","2020-10-09","02:40:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:40:00,2020,"Site19"
"74","2020-10-09","02:40:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:40:00,2020,"Site19"
"75","2020-10-09","02:40:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:40:00,2020,"Site19"
"76","2020-10-09","02:41:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:41:00,2020,"Site19"
"77","2020-10-09","02:41:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:41:00,2020,"Site19"
"78","2020-10-09","02:41:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:41:00,2020,"Site19"
"79","2020-10-09","02:42:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:42:00,2020,"Site19"
"80","2020-10-09","02:42:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:42:00,2020,"Site19"
"81","2020-10-09","02:42:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:42:00,2020,"Site19"
"82","2020-10-09","02:43:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:43:00,2020,"Site19"
"83","2020-10-09","02:43:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:43:00,2020,"Site19"
"84","2020-10-09","02:43:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:43:00,2020,"Site19"
"85","2020-10-09","02:43:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:43:00,2020,"Site19"
"86","2020-10-09","02:43:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:43:00,2020,"Site19"
"87","2020-10-09","02:43:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:43:00,2020,"Site19"
"88","2020-10-09","02:44:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:44:00,2020,"Site19"
"89","2020-10-09","02:44:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:44:00,2020,"Site19"
"90","2020-10-09","02:44:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:44:00,2020,"Site19"
"91","2020-10-09","02:44:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:44:00,2020,"Site19"
"92","2020-10-09","02:44:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:44:00,2020,"Site19"
"93","2020-10-09","02:44:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:44:00,2020,"Site19"
"94","2020-10-09","02:46:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:46:00,2020,"Site19"
"95","2020-10-09","02:46:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:46:00,2020,"Site19"
"96","2020-10-09","02:46:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:46:00,2020,"Site19"
"97","2020-10-09","02:47:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:47:00,2020,"Site19"
"98","2020-10-09","02:47:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:47:00,2020,"Site19"
"99","2020-10-09","02:47:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:47:00,2020,"Site19"
"100","2020-10-09","02:47:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:47:00,2020,"Site19"
"101","2020-10-09","02:47:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:47:00,2020,"Site19"
"102","2020-10-09","02:47:00",0,NA,NA,NA,0,0,NA,0,"",NA,NA,"site19",NA,"","","","nan","nan","","",NA,"",NA,"",2020,2020-10-09 02:47:00,2020,"Site19"
"103","08-Oct-20","4:04:09",0,0,0,0,0,0,1,0,"",NA,NA,"Site10",0,"","","",NA,NA,"","",0,"",NA,"",2020,2020-10-08 04:04:09,2008,"Site10"
"104","08-Oct-20","4:04:10",0,0,0,0,0,0,1,0,"",NA,NA,"Site10",0,"","","",NA,NA,"","",0,"",NA,"",2020,2020-10-08 04:04:10,2008,"Site10"
"105","08-Oct-20","4:04:11",0,0,0,0,0,0,1,0,"",NA,NA,"Site10",0,"","","",NA,NA,"","",0,"",NA,"",2020,2020-10-08 04:04:11,2008,"Site10"
"106","08-Oct-20","8:38:54",0,1,0,0,0,0,0,0,"",2,NA,"Site10",1,"Unknown","Unknown","Yellow-Stripe","26",NA,"Blue","",0,"",2,"['19-0704']",2020,2020-10-08 08:38:54,2008,"Site10"
"107","08-Oct-20","8:38:54",0,1,0,0,0,0,0,0,"",3,NA,"Site10",1,"Unknown","Unknown","Yellow-Stripe","26","70","Blue","Yellow",1,"",3,"['19-0704']",2020,2020-10-08 08:38:54,2008,"Site10"
"108","08-Oct-20","8:38:55",0,1,0,0,0,0,0,0,"",3,NA,"Site10",1,"Unknown","Unknown","Yellow-Stripe","26","70","Blue","Yellow",1,"",3,"['19-0704']",2020,2020-10-08 08:38:55,2008,"Site10"
"109","08-Oct-20","8:39:41",0,1,0,0,0,0,0,0,"",3,NA,"Site10",1,"Unknown","Unknown","Yellow-Stripe","26","70","Blue","Yellow",1,"",3,"['19-0704']",2020,2020-10-08 08:39:41,2008,"Site10"
"110","08-Oct-20","8:39:41",0,1,0,0,0,0,0,0,"",3,NA,"Site10",1,"Unknown","Unknown","Yellow-Stripe","26","70","Blue","Yellow",1,"",3,"['19-0704']",2020,2020-10-08 08:39:41,2008,"Site10"
"111","08-Oct-20","8:39:42",0,1,0,0,0,0,0,0,"",3,NA,"Site10",1,"Unknown","Unknown","Yellow-Stripe","26","70","Blue","Yellow",1,"",3,"['19-0704']",2020,2020-10-08 08:39:42,2008,"Site10"
"112","08-Oct-20","8:43:35",0,1,0,0,0,0,0,0,"",3,NA,"Site10",1,"Unknown","Unknown","Yellow-Stripe","26","70","Blue","Yellow",1,"",3,"['19-0704']",2020,2020-10-08 08:43:35,2008,"Site10"
"113","08-Oct-20","8:43:36",0,1,0,0,0,0,0,0,"",3,NA,"Site10",1,"Unknown","Unknown","Yellow-Stripe","26","70","Blue","Yellow",1,"",3,"['19-0704']",2020,2020-10-08 08:43:36,2008,"Site10"
"114","08-Oct-20","8:43:37",0,1,0,0,0,0,0,0,"",3,NA,"Site10",1,"Unknown","Unknown","Yellow-Stripe","26","70","Blue","Yellow",1,"",3,"['19-0704']",2020,2020-10-08 08:43:37,2008,"Site10"
"115","08-Oct-20","8:43:49",0,1,0,0,0,0,0,0,"",3,NA,"Site10",1,"Unknown","Unknown","Yellow-Stripe","26","70","Blue","Yellow",1,"",3,"['19-0704']",2020,2020-10-08 08:43:49,2008,"Site10"
"116","08-Oct-20","8:43:50",0,1,0,0,0,0,0,0,"",3,NA,"Site10",1,"Unknown","Unknown","Yellow-Stripe","26","70","Blue","Yellow",1,"",3,"['19-0704']",2020,2020-10-08 08:43:50,2008,"Site10"
"117","08-Oct-20","8:43:50",0,1,0,0,0,0,0,0,"",3,NA,"Site10",1,"Unknown","Unknown","Yellow-Stripe","26","70","Blue","Yellow",1,"",3,"['19-0704']",2020,2020-10-08 08:43:50,2008,"Site10"
"118","08-Oct-20","12:06:09",0,1,0,0,0,0,0,0,"",3,NA,"Site10",1,"Unknown","Unknown","Yellow-Stripe","26","70","Blue","Yellow",1,"",3,"['19-0704']",2020,2020-10-08 12:06:09,2008,"Site10"
"119","08-Oct-20","12:06:10",0,0,0,0,0,0,0,0,"",NA,NA,"Site10",1,"","","Yellow-Stripe","26",NA,"Blue","",0,"",NA,"['19-0704']",2020,2020-10-08 12:06:10,2008,"Site10"
"120","08-Oct-20","12:06:10",0,0,0,0,0,0,0,0,"",2,NA,"Site10",1,"","","Yellow-Stripe","26","70","Blue","Yellow",1,"",2,"['19-0704']",2020,2020-10-08 12:06:10,2008,"Site10"
"121","08-Oct-20","12:06:23",0,0,0,0,0,0,0,0,"",2,NA,"Site10",1,"","","Yellow-Stripe","26","70","Blue","Yellow",1,"",2,"['19-0704']",2020,2020-10-08 12:06:23,2008,"Site10"
"122","08-Oct-20","12:06:23",0,0,0,0,0,0,0,0,"",2,NA,"Site10",1,"","","Yellow-Stripe","26","70","Blue","Yellow",1,"",2,"['19-0704']",2020,2020-10-08 12:06:23,2008,"Site10"
"123","08-Oct-20","12:06:24",0,0,0,0,0,0,0,0,"",2,NA,"Site10",1,"","","Yellow-Stripe","26","70","Blue","Yellow",1,"",2,"['19-0704']",2020,2020-10-08 12:06:24,2008,"Site10"
