"","Date","Time","Buck","MarkedDoe","UnmarkedDoe","Doe_UnknownifMarked","Fawn","UnknownSex","Unknown_UnknownifMarked","UnknownAgeGroup","Comments","TotalAdult","TotalFawn","Location","ICDoe_2019","ControlCollar_Colour","ControlCollar_Tag","ICCollar_Colour","EarTagNumber_2019","EarTagNumber_2020","EarTagColour_2019","EarTagColour2020","ICDoe_2020","Multi_Marked_Comments","TotalMarked","WHID_all","df_year","datetime","SiteID"
"67","2021-09-03","8:40:12",0,1,1,0,2,0,0,0,"",2,2,"site17",0,"redblackstripe","backwardsc","","nan","nan","","",0,"",NA,"['18-11401']",2021,2021-09-03 08:40:12,"Site17"
"68","2021-09-03","8:40:12",0,1,1,0,2,0,0,0,"",2,2,"site17",0,"redblackstripe","backwardsc","","nan","nan","","",0,"",NA,"['18-11401']",2021,2021-09-03 08:40:12,"Site17"
"69","2021-09-03","8:40:12",0,1,1,0,2,0,0,0,"",2,2,"site17",0,"redblackstripe","backwardsc","","nan","nan","","",0,"",NA,"['18-11401']",2021,2021-09-03 08:40:12,"Site17"
"70","2021-09-03","8:40:49",0,1,0,0,0,0,0,0,"",NA,NA,"site17",0,"redblackstripe","backwardsc","","nan","nan","","",0,"",NA,"['18-11401']",2021,2021-09-03 08:40:49,"Site17"
"71","2021-09-03","8:40:49",0,1,0,0,0,0,0,0,"",NA,NA,"site17",0,"redblackstripe","backwardsc","","nan","nan","","",0,"",NA,"['18-11401']",2021,2021-09-03 08:40:49,"Site17"
"72","2021-09-03","8:40:49",0,1,0,0,0,0,0,0,"",NA,NA,"site17",0,"redblackstripe","backwardsc","","nan","nan","","",0,"",NA,"['18-11401']",2021,2021-09-03 08:40:49,"Site17"
"73","2021-09-03","8:41:55",0,1,0,0,1,0,0,0,"",NA,NA,"site17",0,"redblackstripe","backwardsc","","nan","nan","","",0,"",NA,"['18-11401']",2021,2021-09-03 08:41:55,"Site17"
"74","2021-09-03","8:41:55",0,1,0,0,1,0,0,0,"",NA,NA,"site17",0,"redblackstripe","backwardsc","","nan","nan","","",0,"",NA,"['18-11401']",2021,2021-09-03 08:41:55,"Site17"
"75","2021-09-03","8:41:55",0,1,0,0,1,0,0,0,"",NA,NA,"site17",0,"redblackstripe","backwardsc","","nan","nan","","",0,"",NA,"['18-11401']",2021,2021-09-03 08:41:55,"Site17"
"76","2021-09-03","8:42:14",0,1,0,0,2,0,0,0,"",NA,NA,"site17",0,"redblackstripe","backwardsc","","nan","nan","","",0,"",NA,"['18-11401']",2021,2021-09-03 08:42:14,"Site17"
"77","2021-09-03","8:42:14",0,1,0,0,2,0,0,0,"",NA,NA,"site17",0,"redblackstripe","backwardsc","","nan","nan","","",0,"",NA,"['18-11401']",2021,2021-09-03 08:42:14,"Site17"
"78","2021-09-03","8:42:15",0,1,0,0,2,0,0,0,"",NA,NA,"site17",0,"redblackstripe","backwardsc","","nan","nan","","",0,"",NA,"['18-11401']",2021,2021-09-03 08:42:15,"Site17"
"79","2021-09-05","6:47:37",0,1,0,0,0,0,0,0,"",NA,NA,"site17",0,"redblackstripe","backwardsc","","nan","nan","","",0,"",NA,"['18-11401']",2021,2021-09-05 06:47:37,"Site17"
