trap.id	x	y	usage
400	476354	5362177	111111111111111111111111111111
401	476354	5362530	111111111111111111111111111111
402	476354	5362884	111111111111111111111111111111
403	476354	5363237	111111111111111111111111111111
404	476354	5363591	111111111111111111111111111111
405	476354	5363944	111111111111111111111111111111
406	477061	5362177	111111111111111111111111111111
407	477061	5362530	111111111111111111111111111111
408	477061	5362884	111111111111111111111111111111
409	477061	5363237	111111111111111111111111111111
410	477061	5363591	111111111111111111111111111111
411	477061	5363944	111111111111111111111111111111
412	477768	5362177	111111111111111111111111111111
413	477768	5362530	111111111111111111111111111111
414	477768	5362884	111111111111111111111111111111
415	477768	5363237	111111111111111111111111111111
416	477768	5363591	111111111111111111111111111111
417	477768	5363944	111111111111111111111111111111
418	478475	5362177	111111111111111111111111111111
419	478475	5362530	111111111111111111111111111111
420	478475	5362884	111111111111111111111111111111
421	478475	5363237	111111111111111111111111111111
422	478475	5363591	111111111111111111111111111111
423	478475	5363944	111111111111111111111111111111
424	479182	5362177	111111111111111111111111111111
425	479182	5362530	111111111111111111111111111111
426	479182	5362884	111111111111111111111111111111
427	479182	5363237	111111111111111111111111111111
428	479182	5363591	111111111111111111111111111111
429	479182	5363944	111111111111111111111111111111
430	479889	5362177	111111111111111111111111111111
431	479889	5362530	111111111111111111111111111111
432	479889	5362884	111111111111111111111111111111
433	479889	5363237	111111111111111111111111111111
434	479889	5363591	111111111111111111111111111111
435	479889	5363944	111111111111111111111111111111
