trap.id	x	y	usage
200	476354	5362177	111111111111111111111111111111
201	476354	5362530	111111111111111111111111111111
202	476354	5362884	111111111111111111111111111111
203	476354	5363237	111111111111111111111111111111
204	476354	5363591	111111111111111111111111111111
205	476354	5363944	111111111111111111111111111111
206	477061	5362177	111111111111111111111111111111
207	477061	5362530	111111111111111111111111111111
208	477061	5362884	111111111111111111111111111111
209	477061	5363237	111111111111111111111111111111
210	477061	5363591	111111111111111111111111111111
211	477061	5363944	111111111111111111111111111111
212	477768	5362177	111111111111111111111111111111
213	477768	5362530	111111111111111111111111111111
214	477768	5362884	111111111111111111111111111111
215	477768	5363237	111111111111111111111111111111
216	477768	5363591	111111111111111111111111111111
217	477768	5363944	111111111111111111111111111111
218	478475	5362177	111111111111111111111111111111
219	478475	5362530	111111111111111111111111111111
220	478475	5362884	111111111111111111111111111111
221	478475	5363237	111111111111111111111111111111
222	478475	5363591	111111111111111111111111111111
223	478475	5363944	111111111111111111111111111111
224	479182	5362177	111111111111111111111111111111
225	479182	5362530	111111111111111111111111111111
226	479182	5362884	111111111111111111111111111111
227	479182	5363237	111111111111111111111111111111
228	479182	5363591	111111111111111111111111111111
229	479182	5363944	111111111111111111111111111111
230	479889	5362177	111111111111111111111111111111
231	479889	5362530	111111111111111111111111111111
232	479889	5362884	111111111111111111111111111111
233	479889	5363237	111111111111111111111111111111
234	479889	5363591	111111111111111111111111111111
235	479889	5363944	111111111111111111111111111111
