Project.ID,Deployment.Location.ID,SiteName,Camera.Deployment.Start.Date,Camera.Deployment.End.Date,Deployment.ID,Year,Months,Folder,Problem,Camera
,,,,,,,,,,
UWSS,Site09,9,2018-07-30,2018-08-26,18-Aug,2018,July;August,Aug 25th check,,Bushnell
UWSS,Site09,9,2018-08-26,2018-09-22,18-Sep,2018,August;September,September Check,,Bushnell
UWSS,Site09,9,2018-09-22,2018-10-28,18-Oct,2018,September;October,October November Check,,Bushnell
UWSS,Site09,9,2018-10-28,2018-12-19,18-Dec,2018,October;November;December,18-Dec,,Bushnell
UWSS,Site09,9,2018-12-20,2019-01-27,19-Jan,2019,December;January,19-Jan,,Bushnell
UWSS,Site09,9,2019-01-27,2019-03-30,19-Mar,2019,January;February;March,MarchandApril2019,,Bushnell
UWSS,Site09,9,2019-03-30,2019-06-30,19-Jun,2019,March;April;May;June,JuneJuly2019,,Bushnell
UWSS,Site09,9,2019-06-30,2019-09-15,19-Sep,2019,June;July;August;September,SeptoNov2019,,Bushnell
UWSS,Site09,9,2019-09-15,2019-12-29,19-Dec,2019,September;October;November;December,19-Dec,,Bushnell
UWSS,Site09,9,2019-12-29,2020-01-25,20-Jan,2020,December;January,20-Jan,,Bushnell
UWSS,Site09,9,2020-01-25,2020-02-09,20-Feb,2020,January;February,20-Feb,,Bushnell
UWSS,Site09,9,2020-02-29,2020-04-26,20-Apr,2020,February;March;April,20-Apr,,Bushnell
UWSS,Site09,9,2020-04-26,2020-05-30,20-May,2020,April;May,20-May,,Bushnell
UWSS,Site09,9,2020-05-30,2020-07-08,20-Jun,2020,May;June;July,20-Jun,,Bushnell
UWSS,Site09,9,2020-07-08,2020-07-24,20-Jul,2020,July,20-Jul,,Bushnell
UWSS,Site09,9,2020-08-04,2020-10-13,20-Oct,2020,August;September;October,20-Oct,,Bushnell
UWSS,Site09,9,2020-10-14,2020-11-27,20-Nov,2020,October;November,20-Nov,,Bushnell
UWSS,Site09,9,2020-11-27,2021-01-19,21-Jan,2021,November;December;January,21-Jan,,Bushnell
UWSS,Site09,9,2021-01-19,2021-04-23,21-Mar,2021,January;February;March,MarchApril2021,,Bushnell
UWSS,Site09,9,2021-04-23,2021-06-12,21-Jul,2021,April;May;June,21-Jul,,Bushnell
UWSS,Site09,9,2021-07-31,2021-09-01,21-Sep,2021,July;August;September,21-Sep,,Bushnell
UWSS,Site09,9,2021-09-01,2021-10-23,21-Oct,2021,September;October,21-Oct,,Bushnell
UWSS,Site09,9,2021-10-23,2022-05-07,22-Jul,2021,October;November;December;January;February;March;April;May,22-Jul,,Bushnell
UWSS,Site09,9,2022-07-17,2022-08-08,22-Aug,2022,July;August,22-Aug,,Bushnell
UWSS,Site09,9,2022-08-21,2022-10-02,22-Sep,2022,August;September;October,22-Sep,,Bushnell
,,,,,,,,,,
UWSS,Site10,10,2018-07-31,2018-08-25,18-Aug,2018,July;August,Aug 25th check,,Bushnell
UWSS,Site10,10,2018-08-25,2018-08-28,18-Sep,2018,August,September Check,wrong date,Bushnell
UWSS,Site10,10,NA,NA,18-Oct,2018,NA,October November Check,wrong date,Bushnell
UWSS,Site10,10,2018-11-18,2018-12-20,18-Dec,2018,November;December,18-Dec,,Bushnell
UWSS,Site10,10,2018-12-20,2019-03-30,19-Mar,2019,December;January;February;March,MarchandApril2019,,Bushnell
UWSS,Site10,10,2019-03-30,2019-06-01,19-Jun,2019,March;April;May;June,JuneJuly2019,,Bushnell
UWSS,Site10,10,2019-06-30,2019-09-11,19-Sep,2019,June;July;August;September,SeptoNov2019,,Bushnell
UWSS,Site10,10,2019-09-15,2019-12-30,19-Dec,2019,September;October;November;December,19-Dec,,Bushnell
UWSS,Site10,10,2019-12-30,2020-01-25,20-Jan,2020,December;January,20-Jan,,Bushnell
UWSS,Site10,10,2020-01-25,2020-03-01,20-Feb,2020,January;February;March,20-Feb,,Bushnell
UWSS,Site10,10,2020-03-01,2020-04-26,20-Apr,2020,March;April,20-Apr,,Bushnell
UWSS,Site10,10,2020-04-26,2020-05-02,20-May,2020,April;May,20-May,,Bushnell
UWSS,Site10,10,2020-05-30,2020-06-11,20-Jun,2020,May;June;July,20-Jun,,Bushnell
UWSS,Site10,10,2020-07-08,2020-08-04,20-Jul,2020,July;August,20-Jul,,Bushnell
UWSS,Site10,10,2020-08-04,2020-10-15,20-Oct,2020,August;September;October,20-Oct,,Bushnell
UWSS,Site10,10,NA,NA,NA,NA,NA,NA,Stolen,Bushnell
UWSS,Site10a,10a,2021-03-27,2021-06-01,21-May,2021,March;April;May;June,21-May,,Bushnell
UWSS,Site10a,10a,2021-06-01,2021-08-01,21-Jul,2021,June;July;August,21-Jul,,Bushnell
UWSS,Site10a,10a,2021-08-01,2021-08-06,21-Aug,2021,August,21-Sep,Full,Bushnell
UWSS,Site10a,10a,2021-09-01,2021-09-05,21-Oct,2021,September,21-Oct,Dead,Bushnell
UWSS,Site10b,10b,2022-08-14,2022-08-20,22-Aug,2022,August,22-Aug,,Browning
UWSS,Site10b,10b,2022-08-20,2022-10-02,22-Sep,2022,August;September;October,22-Sep,,Browning
,,,,,,,,,,
UWSS,Site11,11,2018-08-15,2018-08-25,18-Aug,2018,August,Aug 25th check,,Bushnell
UWSS,Site11,11,2018-08-26,2018-10-08,18-Sep,2018,August;September;October,September Check,,Bushnell
UWSS,Site11,11,2018-10-08,2018-11-18,18-Oct,2018,October;November,October November Check,,Bushnell
UWSS,Site11,11,2018-11-18,2018-12-04,19-Jan,2019,November;December,19-Jan,,Bushnell
UWSS,Site11,11,2019-03-20,2019-03-30,19-Mar,2019,January;February;March,MarchandApril2019,,Bushnell
