File,RelativePath,Folder,Date,Time,ImageQuality,DeleteFlag,Buck,MarkedDoe,UnmarkedDoe,Doe_UnknownifMarked,Fawn,UnknownSex,Unknown_UnknownifMarked,UnknownAgeGroup,Comments,TotalAdult,TotalFawn,Location,Classifier,Malfunction,ICDoe_2019,ControlCollar_Colour,ControlCollar_Tag,ICCollar_Colour,EarTagNumber_2019,EarTagNumber_2020,EarTagColour_2019,EarTagColour2020,ICDoe_2020,Multi_Marked_Comments,TotalMarked
10080575.JPG,,Site 10,08-Oct-20,8:43:36,Ok,FALSE,0,1,0,0,0,0,0,0,,3,,Site10,KB,FALSE,1,Unknown,Unknown,Yellow-Stripe,26,70,Blue,Yellow,1,,3
10080576.JPG,,Site 10,08-Oct-20,8:43:37,Ok,FALSE,0,1,0,0,0,0,0,0,,3,,Site10,KB,FALSE,1,Unknown,Unknown,Yellow-Stripe,26,70,Blue,Yellow,1,,3
10080577.JPG,,Site 10,08-Oct-20,8:43:49,Ok,FALSE,0,1,0,0,0,0,0,0,,3,,Site10,KB,FALSE,1,Unknown,Unknown,Yellow-Stripe,26,70,Blue,Yellow,1,,3
10080578.JPG,,Site 10,08-Oct-20,8:43:50,Ok,FALSE,0,1,0,0,0,0,0,0,,3,,Site10,KB,FALSE,1,Unknown,Unknown,Yellow-Stripe,26,70,Blue,Yellow,1,,3
10080579.JPG,,Site 10,08-Oct-20,8:43:50,Ok,FALSE,0,1,0,0,0,0,0,0,,3,,Site10,KB,FALSE,1,Unknown,Unknown,Yellow-Stripe,26,70,Blue,Yellow,1,,3
10080580.JPG,,Site 10,08-Oct-20,12:06:09,Ok,FALSE,0,1,0,0,0,0,0,0,,3,,Site10,KB,FALSE,1,Unknown,Unknown,Yellow-Stripe,26,70,Blue,Yellow,1,,3
10080581.JPG,,Site 10,08-Oct-20,12:06:10,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,1,,,Yellow-Stripe,26,,Blue,,0,,
10080582.JPG,,Site 10,08-Oct-20,12:06:10,Ok,FALSE,0,0,0,0,0,0,0,0,,2,,Site10,KB,FALSE,1,,,Yellow-Stripe,26,70,Blue,Yellow,1,,2
10080583.JPG,,Site 10,08-Oct-20,12:06:23,Ok,FALSE,0,0,0,0,0,0,0,0,,2,,Site10,KB,FALSE,1,,,Yellow-Stripe,26,70,Blue,Yellow,1,,2
10080584.JPG,,Site 10,08-Oct-20,12:06:23,Ok,FALSE,0,0,0,0,0,0,0,0,,2,,Site10,KB,FALSE,1,,,Yellow-Stripe,26,70,Blue,Yellow,1,,2
10080585.JPG,,Site 10,08-Oct-20,12:06:24,Ok,FALSE,0,0,0,0,0,0,0,0,,2,,Site10,KB,FALSE,1,,,Yellow-Stripe,26,70,Blue,Yellow,1,,2
10080586.JPG,,Site 10,08-Oct-20,12:06:44,Ok,FALSE,0,0,0,0,0,0,0,0,,2,,Site10,KB,FALSE,1,,,Yellow-Stripe,26,70,Blue,Yellow,1,,2
10080587.JPG,,Site 10,08-Oct-20,12:06:45,Ok,FALSE,0,0,0,0,0,0,0,0,,2,,Site10,KB,FALSE,1,,,Yellow-Stripe,26,70,Blue,Yellow,1,,2
10080588.JPG,,Site 10,08-Oct-20,12:06:45,Ok,FALSE,0,0,0,0,0,0,0,0,,2,,Site10,KB,FALSE,1,,,Yellow-Stripe,26,70,Blue,Yellow,1,,2
10080589.JPG,,Site 10,08-Oct-20,12:07:12,Ok,FALSE,1,0,0,0,0,0,0,0,,3,,Site10,KB,FALSE,1,,,Yellow-Stripe,26,70,Blue,Yellow,1,,2
10080590.JPG,,Site 10,08-Oct-20,12:07:12,Ok,FALSE,1,0,0,0,0,0,0,0,,3,,Site10,KB,FALSE,1,,,Yellow-Stripe,26,70,Blue,Yellow,1,,2
10080591.JPG,,Site 10,08-Oct-20,12:07:13,Ok,FALSE,1,0,0,0,0,0,0,0,,3,,Site10,KB,FALSE,1,,,Yellow-Stripe,26,70,Blue,Yellow,1,,2
10080592.JPG,,Site 10,08-Oct-20,12:07:41,Ok,FALSE,1,0,0,0,0,0,0,0,,3,,Site10,KB,FALSE,1,,,Yellow-Stripe,26,70,Blue,Yellow,1,,2
10080593.JPG,,Site 10,08-Oct-20,12:07:42,Ok,FALSE,1,0,0,0,0,0,0,0,,3,,Site10,KB,FALSE,1,,,Yellow-Stripe,26,70,Blue,Yellow,1,,2
10080594.JPG,,Site 10,08-Oct-20,12:07:43,Ok,FALSE,1,0,0,0,0,0,0,0,,3,,Site10,KB,FALSE,1,,,Yellow-Stripe,26,70,Blue,Yellow,1,,2
10080595.JPG,,Site 10,08-Oct-20,12:07:55,Ok,FALSE,1,0,0,0,0,0,0,0,,3,,Site10,KB,FALSE,1,,,Yellow-Stripe,26,70,Blue,Yellow,1,,2
10080596.JPG,,Site 10,08-Oct-20,12:07:56,Ok,FALSE,1,0,0,0,0,0,0,0,,3,,Site10,KB,FALSE,1,,,Yellow-Stripe,26,70,Blue,Yellow,1,,2
10080597.JPG,,Site 10,08-Oct-20,12:07:56,Ok,FALSE,1,0,0,0,0,0,0,0,,3,,Site10,KB,FALSE,1,,,Yellow-Stripe,26,70,Blue,Yellow,1,,2
10080598.JPG,,Site 10,08-Oct-20,12:08:26,Ok,FALSE,1,0,0,0,0,0,0,0,,3,,Site10,KB,FALSE,1,,,Yellow-Stripe,26,70,Blue,Yellow,1,,2
10080599.JPG,,Site 10,08-Oct-20,12:08:26,Ok,FALSE,1,0,0,0,0,0,0,0,,3,,Site10,KB,FALSE,1,,,Yellow-Stripe,26,70,Blue,Yellow,1,,2
10080600.JPG,,Site 10,08-Oct-20,12:08:27,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10080601.JPG,,Site 10,08-Oct-20,12:08:40,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10080602.JPG,,Site 10,08-Oct-20,12:08:41,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10080603.JPG,,Site 10,08-Oct-20,12:08:42,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10080604.JPG,,Site 10,08-Oct-20,12:09:40,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,70,,Yellow,1,,
10080605.JPG,,Site 10,08-Oct-20,12:09:40,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10080606.JPG,,Site 10,08-Oct-20,12:09:41,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10080607.JPG,,Site 10,08-Oct-20,12:26:39,Ok,FALSE,1,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10080608.JPG,,Site 10,08-Oct-20,12:26:39,Ok,FALSE,1,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10080609.JPG,,Site 10,08-Oct-20,12:26:40,Ok,FALSE,1,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10080610.JPG,,Site 10,08-Oct-20,20:21:31,Ok,FALSE,1,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10080611.JPG,,Site 10,08-Oct-20,20:21:32,Ok,FALSE,1,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10080612.JPG,,Site 10,08-Oct-20,20:21:32,Ok,FALSE,1,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10080613.JPG,,Site 10,08-Oct-20,20:22:29,Ok,FALSE,1,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10080614.JPG,,Site 10,08-Oct-20,20:22:30,Ok,FALSE,1,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10080615.JPG,,Site 10,08-Oct-20,20:22:31,Ok,FALSE,1,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10080616.JPG,,Site 10,08-Oct-20,20:22:49,Ok,FALSE,1,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10080617.JPG,,Site 10,08-Oct-20,20:22:49,Ok,FALSE,1,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10080618.JPG,,Site 10,08-Oct-20,20:22:50,Ok,FALSE,1,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10090619.JPG,,Site 10,09-Oct-20,0:04:47,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,1,,,UnknownColour,,,Unknown,,0,,
10090620.JPG,,Site 10,09-Oct-20,0:04:47,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,1,,,UnknownColour,,,Unknown,,0,,
10090621.JPG,,Site 10,09-Oct-20,0:04:48,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,1,,,UnknownColour,,,Unknown,,0,,
10090622.JPG,,Site 10,09-Oct-20,0:05:57,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,1,,,UnknownColour,,,Unknown,,0,,
10090623.JPG,,Site 10,09-Oct-20,0:05:57,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,1,,,UnknownColour,,,Unknown,,0,,
10090624.JPG,,Site 10,09-Oct-20,0:05:58,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,1,,,UnknownColour,,,Unknown,,0,,
10090625.JPG,,Site 10,09-Oct-20,0:06:19,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,1,,,UnknownColour,,,Unknown,,0,,
10090626.JPG,,Site 10,09-Oct-20,0:06:20,Ok,FALSE,0,0,0,0,1,0,0,0,,2,,Site10,KB,FALSE,1,,,UnknownColour,,,Unknown,Unknown,1,,2
10090627.JPG,,Site 10,09-Oct-20,0:06:21,Ok,FALSE,0,0,0,0,1,0,0,0,,2,,Site10,KB,FALSE,1,,,UnknownColour,,,Unknown,Unknown,1,,2
10090628.JPG,,Site 10,09-Oct-20,0:06:34,Ok,FALSE,0,0,0,0,1,0,0,0,,2,,Site10,KB,FALSE,1,,,UnknownColour,,,Unknown,Unknown,1,,2
10090629.JPG,,Site 10,09-Oct-20,0:06:34,Ok,FALSE,0,0,0,0,1,0,0,0,,2,,Site10,KB,FALSE,1,,,UnknownColour,,,Unknown,Unknown,1,,2
10090630.JPG,,Site 10,09-Oct-20,0:06:35,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,Unknown,1,,
10090631.JPG,,Site 10,09-Oct-20,0:06:48,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,Unknown,1,,
10090632.JPG,,Site 10,09-Oct-20,0:06:48,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,Unknown,1,,
10090633.JPG,,Site 10,09-Oct-20,0:06:49,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,Unknown,1,,
10090634.JPG,,Site 10,09-Oct-20,0:10:49,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,Unknown,1,,
10090635.JPG,,Site 10,09-Oct-20,0:10:49,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,Unknown,1,,
10090636.JPG,,Site 10,09-Oct-20,0:10:50,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,Unknown,1,,
10090637.JPG,,Site 10,09-Oct-20,19:15:11,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,1,,,UnknownColour,,,Unknown,,0,,
10090638.JPG,,Site 10,09-Oct-20,19:15:11,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,1,,,UnknownColour,,,Unknown,,0,,
10090639.JPG,,Site 10,09-Oct-20,19:15:12,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,1,,,UnknownColour,,,Unknown,,0,,
10090640.JPG,,Site 10,09-Oct-20,19:15:25,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,1,,,UnknownColour,,,Unknown,,0,,
10090641.JPG,,Site 10,09-Oct-20,19:15:26,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,1,,,UnknownColour,,,Unknown,,0,,
10090642.JPG,,Site 10,09-Oct-20,19:15:26,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,1,,,UnknownColour,,,Unknown,,0,,
10090643.JPG,,Site 10,09-Oct-20,19:15:42,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,1,,,UnknownColour,,,Unknown,,0,,
10090644.JPG,,Site 10,09-Oct-20,19:15:43,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,1,,,UnknownColour,,,Unknown,,0,,
10090645.JPG,,Site 10,09-Oct-20,19:15:44,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,1,,,UnknownColour,,,Unknown,,0,,
10090646.JPG,,Site 10,09-Oct-20,19:22:37,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10090647.JPG,,Site 10,09-Oct-20,19:22:37,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10090648.JPG,,Site 10,09-Oct-20,19:22:38,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10100649.JPG,,Site 10,10-Oct-20,2:01:21,Ok,FALSE,0,0,0,0,0,0,1,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10100650.JPG,,Site 10,10-Oct-20,2:01:22,Ok,FALSE,0,0,0,0,0,0,1,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10100651.JPG,,Site 10,10-Oct-20,2:01:23,Ok,FALSE,0,0,0,0,0,0,1,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10100652.JPG,,Site 10,10-Oct-20,6:11:40,Ok,FALSE,0,0,0,0,1,0,0,0,,,,Site10,KB,FALSE,1,,,UnknownColour,,,Unknown,,0,,
10100653.JPG,,Site 10,10-Oct-20,6:11:40,Ok,FALSE,0,0,0,0,1,0,0,0,,,,Site10,KB,FALSE,1,,,UnknownColour,,,Unknown,,0,,
10100654.JPG,,Site 10,10-Oct-20,6:11:41,Ok,FALSE,0,0,0,0,1,0,0,0,,,,Site10,KB,FALSE,1,,,UnknownColour,,,Unknown,,0,,
10100655.JPG,,Site 10,10-Oct-20,6:11:54,Ok,FALSE,0,0,0,0,1,0,0,0,,,,Site10,KB,FALSE,1,,,UnknownColour,,,Unknown,,0,,
10100656.JPG,,Site 10,10-Oct-20,6:11:54,Ok,FALSE,0,0,0,0,1,0,0,0,,,,Site10,KB,FALSE,1,,,UnknownColour,,,Unknown,,0,,
10100657.JPG,,Site 10,10-Oct-20,6:11:55,Ok,FALSE,0,0,0,0,1,0,0,0,,,,Site10,KB,FALSE,1,,,UnknownColour,,,Unknown,,0,,
10100658.JPG,,Site 10,10-Oct-20,6:26:19,Ok,FALSE,0,0,0,0,0,0,0,0,,2,,Site10,KB,FALSE,2,,,UnknownColour,,,Unknown,,0,,2
10100659.JPG,,Site 10,10-Oct-20,6:26:20,Ok,FALSE,0,0,0,0,0,0,0,0,,2,,Site10,KB,FALSE,2,,,UnknownColour,,,Unknown,,0,,2
10100660.JPG,,Site 10,10-Oct-20,6:26:21,Ok,FALSE,0,0,0,0,0,0,0,0,,2,,Site10,KB,FALSE,2,,,UnknownColour,,,Unknown,,0,,2
10100661.JPG,,Site 10,10-Oct-20,6:27:25,Ok,FALSE,0,0,0,0,0,0,0,0,,2,,Site10,KB,FALSE,2,,,UnknownColour,,,Unknown,,0,one with no collar,2
10100662.JPG,,Site 10,10-Oct-20,6:27:26,Ok,FALSE,0,0,0,0,0,0,0,0,,2,,Site10,KB,FALSE,2,,,UnknownColour,,,Unknown,,0,one with no collar,2
10100663.JPG,,Site 10,10-Oct-20,6:27:26,Ok,FALSE,0,0,0,0,0,0,0,0,,2,,Site10,KB,FALSE,2,,,UnknownColour,,,Unknown,,0,one with no collar,2
10100664.JPG,,Site 10,10-Oct-20,6:36:30,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,Unknown,1,,
10100665.JPG,,Site 10,10-Oct-20,6:36:30,Ok,FALSE,0,0,0,0,2,0,0,0,,,2,Site10,KB,FALSE,0,,,,,,,Unknown,1,,
10100666.JPG,,Site 10,10-Oct-20,6:36:31,Ok,FALSE,0,0,0,0,2,0,0,0,,,2,Site10,KB,FALSE,0,,,,,,,Unknown,1,,
10100667.JPG,,Site 10,10-Oct-20,6:39:43,Ok,FALSE,0,0,0,0,2,0,0,0,,,2,Site10,KB,FALSE,0,,,,,,,Unknown,1,,
10100668.JPG,,Site 10,10-Oct-20,6:39:43,Ok,FALSE,0,0,0,0,2,0,0,0,,,2,Site10,KB,FALSE,0,,,,,,,Unknown,1,,
10100669.JPG,,Site 10,10-Oct-20,6:39:44,Ok,FALSE,0,0,0,0,2,0,0,0,,,2,Site10,KB,FALSE,0,,,,,,,Unknown,1,,
10100670.JPG,,Site 10,10-Oct-20,6:40:08,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10100671.JPG,,Site 10,10-Oct-20,6:40:09,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10100672.JPG,,Site 10,10-Oct-20,6:40:09,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10100673.JPG,,Site 10,10-Oct-20,8:23:27,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,Blue,1,,
10100674.JPG,,Site 10,10-Oct-20,8:23:28,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,Blue,1,,
10100675.JPG,,Site 10,10-Oct-20,8:23:28,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,Blue,1,,
10100676.JPG,,Site 10,10-Oct-20,8:23:53,Ok,FALSE,0,1,0,0,0,0,0,0,,2,,Site10,KB,FALSE,0,DarkBlueBlackStripe,L,,,,,Blue,1,control tag L,2
10100677.JPG,,Site 10,10-Oct-20,8:23:53,Ok,FALSE,0,1,0,0,0,0,0,0,,2,,Site10,KB,FALSE,0,DarkBlueBlackStripe,,,,,,Blue,1,control tag L,2
10100678.JPG,,Site 10,10-Oct-20,8:23:54,Ok,FALSE,0,1,0,0,0,0,0,0,,2,,Site10,KB,FALSE,0,DarkBlueBlackStripe,,,,,,Blue,1,control tag L,2
10100679.JPG,,Site 10,10-Oct-20,8:31:49,Ok,FALSE,0,1,0,0,0,0,0,0,,2,,Site10,KB,FALSE,0,DarkBlueBlackStripe,,,,,,Blue,1,control tag L,2
10100680.JPG,,Site 10,10-Oct-20,8:31:49,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10100681.JPG,,Site 10,10-Oct-20,8:31:50,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10100682.JPG,,Site 10,10-Oct-20,8:32:39,Ok,FALSE,0,0,0,0,1,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10100683.JPG,,Site 10,10-Oct-20,8:32:40,Ok,FALSE,0,0,0,0,1,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10100684.JPG,,Site 10,10-Oct-20,8:32:40,Ok,FALSE,0,0,0,0,1,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10100685.JPG,,Site 10,10-Oct-20,8:35:18,Ok,FALSE,0,0,0,0,1,0,1,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10100686.JPG,,Site 10,10-Oct-20,8:35:19,Ok,FALSE,0,0,0,0,1,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10100687.JPG,,Site 10,10-Oct-20,8:35:20,Ok,FALSE,0,0,0,0,1,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10100688.JPG,,Site 10,10-Oct-20,9:36:29,Ok,FALSE,1,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10100689.JPG,,Site 10,10-Oct-20,9:36:29,Ok,FALSE,1,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10100690.JPG,,Site 10,10-Oct-20,9:36:30,Ok,FALSE,1,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10100691.JPG,,Site 10,10-Oct-20,9:41:34,Ok,FALSE,1,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10100692.JPG,,Site 10,10-Oct-20,9:41:35,Ok,FALSE,1,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10100693.JPG,,Site 10,10-Oct-20,9:41:35,Ok,FALSE,1,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10100694.JPG,,Site 10,10-Oct-20,12:18:39,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10100695.JPG,,Site 10,10-Oct-20,12:18:40,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10100696.JPG,,Site 10,10-Oct-20,12:18:40,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10100697.JPG,,Site 10,10-Oct-20,22:49:24,Ok,FALSE,0,0,0,0,0,0,2,0,,2,,Site10,KB,FALSE,0,,,,,,,,0,,
10100698.JPG,,Site 10,10-Oct-20,22:49:25,Ok,FALSE,0,0,0,0,0,0,2,0,,2,,Site10,KB,FALSE,0,,,,,,,,0,,
10100699.JPG,,Site 10,10-Oct-20,22:49:26,Ok,FALSE,0,0,0,0,0,0,2,0,,2,,Site10,KB,FALSE,0,,,,,,,,0,,
10110700.JPG,,Site 10,11-Oct-20,3:23:26,Ok,FALSE,0,0,0,0,0,0,1,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10110701.JPG,,Site 10,11-Oct-20,3:23:27,Ok,FALSE,0,0,0,0,0,0,1,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10110702.JPG,,Site 10,11-Oct-20,3:23:27,Ok,FALSE,0,0,0,0,0,0,1,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10110703.JPG,,Site 10,11-Oct-20,3:23:43,Ok,FALSE,0,0,0,0,0,0,1,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10110704.JPG,,Site 10,11-Oct-20,3:23:44,Ok,FALSE,0,0,0,0,0,0,1,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10110705.JPG,,Site 10,11-Oct-20,3:23:44,Ok,FALSE,0,0,0,0,0,0,1,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10110706.JPG,,Site 10,11-Oct-20,3:23:57,Ok,FALSE,0,0,0,0,0,0,1,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10110707.JPG,,Site 10,11-Oct-20,3:23:58,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10110708.JPG,,Site 10,11-Oct-20,3:23:58,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10110709.JPG,,Site 10,11-Oct-20,7:38:28,Ok,FALSE,0,0,0,0,1,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10110710.JPG,,Site 10,11-Oct-20,7:38:29,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10110711.JPG,,Site 10,11-Oct-20,7:38:30,Ok,FALSE,0,0,0,0,0,0,0,0,,,,Site10,KB,FALSE,0,,,,,,,,0,,
10110712.JPG,,Site 10,11-Oct-20,7:45:52,Ok,FALSE,0,1,0,0,0,0,0,0,conrol tag L,,,Site10,KB,FALSE,0,DarkBlueBlackStripe,,,,,,,0,,
10110713.JPG,,Site 10,11-Oct-20,7:45:53,Ok,FALSE,0,1,0,0,0,0,0,0,conrol tag L,,,Site10,KB,FALSE,0,DarkBlueBlackStripe,,,,,,,0,,
10110714.JPG,,Site 10,11-Oct-20,7:45:54,Ok,FALSE,0,1,0,0,0,0,0,0,conrol tag L,,,Site10,KB,FALSE,0,DarkBlueBlackStripe,,,,,,,0,,
