camera_id,xcor,ycor,tick,deer_id,sex,number-deer,run_num
327,284.60498941515414,110.67971810589327,0,299,male,300,2
327,284.60498941515414,110.67971810589327,1,299,male,300,2
327,284.60498941515414,110.67971810589327,2,299,male,300,2
327,284.60498941515414,110.67971810589327,3,299,male,300,2
327,284.60498941515414,110.67971810589327,4,299,male,300,2
327,284.60498941515414,110.67971810589327,5,299,male,300,2
327,284.60498941515414,110.67971810589327,6,299,male,300,2
327,284.60498941515414,110.67971810589327,7,299,male,300,2
327,284.60498941515414,110.67971810589327,8,299,male,300,2
327,284.60498941515414,110.67971810589327,9,299,male,300,2
324,284.60498941515414,15.811388300841896,74,173,male,300,2
324,284.60498941515414,15.811388300841896,75,173,male,300,2
324,284.60498941515414,15.811388300841896,76,173,male,300,2
324,284.60498941515414,15.811388300841896,77,173,male,300,2
324,284.60498941515414,15.811388300841896,78,173,male,300,2
324,284.60498941515414,15.811388300841896,79,173,male,300,2
324,284.60498941515414,15.811388300841896,80,173,male,300,2
324,284.60498941515414,15.811388300841896,81,173,male,300,2
324,284.60498941515414,15.811388300841896,82,173,male,300,2
324,284.60498941515414,15.811388300841896,83,173,male,300,2
332,347.85054261852173,79.05694150420948,85,212,male,300,2
332,347.85054261852173,79.05694150420948,86,212,male,300,2
332,347.85054261852173,79.05694150420948,87,212,male,300,2
332,347.85054261852173,79.05694150420948,88,212,male,300,2
332,347.85054261852173,79.05694150420948,89,212,male,300,2
332,347.85054261852173,79.05694150420948,90,212,male,300,2
332,347.85054261852173,79.05694150420948,91,212,male,300,2
332,347.85054261852173,79.05694150420948,92,212,male,300,2
332,347.85054261852173,79.05694150420948,93,212,male,300,2
332,347.85054261852173,79.05694150420948,94,212,male,300,2
332,347.85054261852173,79.05694150420948,95,212,male,300,2
332,347.85054261852173,79.05694150420948,96,212,male,300,2
332,347.85054261852173,79.05694150420948,97,212,male,300,2
332,347.85054261852173,79.05694150420948,106,239,female,300,2
332,347.85054261852173,79.05694150420948,107,239,female,300,2
332,347.85054261852173,79.05694150420948,108,239,female,300,2
332,347.85054261852173,79.05694150420948,109,239,female,300,2
332,347.85054261852173,79.05694150420948,110,239,female,300,2
332,347.85054261852173,79.05694150420948,111,239,female,300,2
332,347.85054261852173,79.05694150420948,112,239,female,300,2
332,347.85054261852173,79.05694150420948,113,239,female,300,2
332,347.85054261852173,79.05694150420948,114,239,female,300,2
332,347.85054261852173,79.05694150420948,115,239,female,300,2
332,347.85054261852173,79.05694150420948,116,239,female,300,2
332,347.85054261852173,79.05694150420948,117,239,female,300,2
332,347.85054261852173,79.05694150420948,122,239,female,300,2
332,347.85054261852173,79.05694150420948,123,239,female,300,2
332,347.85054261852173,79.05694150420948,124,239,female,300,2
332,347.85054261852173,79.05694150420948,125,239,female,300,2
332,347.85054261852173,79.05694150420948,126,239,female,300,2
332,347.85054261852173,79.05694150420948,127,239,female,300,2
332,347.85054261852173,79.05694150420948,128,239,female,300,2
332,347.85054261852173,79.05694150420948,129,239,female,300,2
332,347.85054261852173,79.05694150420948,130,239,female,300,2
332,347.85054261852173,79.05694150420948,131,239,female,300,2
327,284.60498941515414,110.67971810589327,229,299,male,300,2
327,284.60498941515414,110.67971810589327,230,299,male,300,2
327,284.60498941515414,110.67971810589327,231,299,male,300,2
327,284.60498941515414,110.67971810589327,232,299,male,300,2
327,284.60498941515414,110.67971810589327,233,299,male,300,2
327,284.60498941515414,110.67971810589327,234,299,male,300,2
327,284.60498941515414,110.67971810589327,235,299,male,300,2
327,284.60498941515414,110.67971810589327,236,299,male,300,2
327,284.60498941515414,110.67971810589327,237,299,male,300,2
327,284.60498941515414,110.67971810589327,238,299,male,300,2
327,284.60498941515414,110.67971810589327,239,299,male,300,2
327,284.60498941515414,110.67971810589327,240,299,male,300,2
311,94.86832980505137,173.92527130926086,260,217,female,300,2
311,94.86832980505137,173.92527130926086,261,217,female,300,2
311,94.86832980505137,173.92527130926086,262,217,female,300,2
311,94.86832980505137,173.92527130926086,263,217,female,300,2
311,94.86832980505137,173.92527130926086,264,217,female,300,2
311,94.86832980505137,173.92527130926086,265,217,female,300,2
311,94.86832980505137,173.92527130926086,266,217,female,300,2
311,94.86832980505137,173.92527130926086,267,217,female,300,2
331,347.85054261852173,47.43416490252569,267,142,female,300,2
311,94.86832980505137,173.92527130926086,268,217,female,300,2
331,347.85054261852173,47.43416490252569,268,142,female,300,2
331,347.85054261852173,47.43416490252569,269,142,female,300,2
311,94.86832980505137,173.92527130926086,269,217,female,300,2
331,347.85054261852173,47.43416490252569,270,142,female,300,2
311,94.86832980505137,173.92527130926086,270,217,female,300,2
331,347.85054261852173,47.43416490252569,271,142,female,300,2
331,347.85054261852173,47.43416490252569,272,142,female,300,2
331,347.85054261852173,47.43416490252569,273,142,female,300,2
331,347.85054261852173,47.43416490252569,274,142,female,300,2
335,347.85054261852173,173.92527130926086,278,30,male,300,2
335,347.85054261852173,173.92527130926086,279,30,male,300,2
335,347.85054261852173,173.92527130926086,280,30,male,300,2
335,347.85054261852173,173.92527130926086,281,30,male,300,2
335,347.85054261852173,173.92527130926086,282,30,male,300,2
335,347.85054261852173,173.92527130926086,283,30,male,300,2
335,347.85054261852173,173.92527130926086,284,30,male,300,2
335,347.85054261852173,173.92527130926086,285,30,male,300,2
335,347.85054261852173,173.92527130926086,286,30,male,300,2
335,347.85054261852173,173.92527130926086,287,30,male,300,2
335,347.85054261852173,173.92527130926086,288,30,male,300,2
335,347.85054261852173,173.92527130926086,289,30,male,300,2
309,94.86832980505137,110.67971810589327,317,261,female,300,2
309,94.86832980505137,110.67971810589327,318,261,female,300,2
309,94.86832980505137,110.67971810589327,319,261,female,300,2
309,94.86832980505137,110.67971810589327,320,261,female,300,2
309,94.86832980505137,110.67971810589327,321,261,female,300,2
309,94.86832980505137,110.67971810589327,322,261,female,300,2
309,94.86832980505137,110.67971810589327,323,261,female,300,2
309,94.86832980505137,110.67971810589327,324,261,female,300,2
309,94.86832980505137,110.67971810589327,325,261,female,300,2
309,94.86832980505137,110.67971810589327,326,261,female,300,2
309,94.86832980505137,110.67971810589327,327,261,female,300,2
309,94.86832980505137,110.67971810589327,328,261,female,300,2
309,94.86832980505137,110.67971810589327,329,261,female,300,2
333,347.85054261852173,110.67971810589327,329,73,female,300,2
333,347.85054261852173,110.67971810589327,330,73,female,300,2
309,94.86832980505137,110.67971810589327,330,261,female,300,2
333,347.85054261852173,110.67971810589327,331,73,female,300,2
333,347.85054261852173,110.67971810589327,332,73,female,300,2
302,31.622776601683793,79.05694150420948,400,54,male,300,2
302,31.622776601683793,79.05694150420948,401,54,male,300,2
302,31.622776601683793,79.05694150420948,402,54,male,300,2
302,31.622776601683793,79.05694150420948,403,54,male,300,2
302,31.622776601683793,79.05694150420948,404,54,male,300,2
302,31.622776601683793,79.05694150420948,405,54,male,300,2
302,31.622776601683793,79.05694150420948,406,54,male,300,2
302,31.622776601683793,79.05694150420948,407,54,male,300,2
302,31.622776601683793,79.05694150420948,408,54,male,300,2
308,94.86832980505137,79.05694150420948,413,177,female,300,2
308,94.86832980505137,79.05694150420948,414,177,female,300,2
308,94.86832980505137,79.05694150420948,415,177,female,300,2
308,94.86832980505137,79.05694150420948,416,177,female,300,2
313,158.11388300841895,47.43416490252569,436,262,male,300,2
313,158.11388300841895,47.43416490252569,437,262,male,300,2
313,158.11388300841895,47.43416490252569,438,262,male,300,2
313,158.11388300841895,47.43416490252569,439,262,male,300,2
313,158.11388300841895,47.43416490252569,440,262,male,300,2
313,158.11388300841895,47.43416490252569,441,262,male,300,2
313,158.11388300841895,47.43416490252569,442,262,male,300,2
313,158.11388300841895,47.43416490252569,443,262,male,300,2
313,158.11388300841895,47.43416490252569,444,262,male,300,2
313,158.11388300841895,47.43416490252569,445,262,male,300,2
313,158.11388300841895,47.43416490252569,446,262,male,300,2
313,158.11388300841895,47.43416490252569,447,262,male,300,2
313,158.11388300841895,47.43416490252569,448,262,male,300,2
326,284.60498941515414,79.05694150420948,457,3,female,300,2
326,284.60498941515414,79.05694150420948,458,3,female,300,2
326,284.60498941515414,79.05694150420948,459,3,female,300,2
326,284.60498941515414,79.05694150420948,460,3,female,300,2
326,284.60498941515414,79.05694150420948,461,3,female,300,2
326,284.60498941515414,79.05694150420948,462,3,female,300,2
326,284.60498941515414,79.05694150420948,463,3,female,300,2
326,284.60498941515414,79.05694150420948,464,3,female,300,2
326,284.60498941515414,79.05694150420948,465,3,female,300,2
326,284.60498941515414,79.05694150420948,466,3,female,300,2
300,31.622776601683793,15.811388300841896,506,4,female,300,2
