camera_id,xcor,ycor,ticks,run_num,number_deer
387,284.60498941515414,110.67971810589327,43200,18,360
379,221.35943621178654,47.43416490252569,43200,18,360
394,347.85054261852173,142.30249470757707,43200,18,360
374,158.11388300841895,79.05694150420948,43200,18,360
365,31.622776601683793,173.92527130926086,43200,18,360
369,94.86832980505137,110.67971810589327,43200,18,360
373,158.11388300841895,47.43416490252569,43200,18,360
384,284.60498941515414,15.811388300841896,43200,18,360
385,284.60498941515414,47.43416490252569,43200,18,360
395,347.85054261852173,173.92527130926086,43200,18,360
378,221.35943621178654,15.811388300841896,43200,18,360
393,347.85054261852173,110.67971810589327,43200,18,360
367,94.86832980505137,47.43416490252569,43200,18,360
383,221.35943621178654,173.92527130926086,43200,18,360
361,31.622776601683793,47.43416490252569,43200,18,360
392,347.85054261852173,79.05694150420948,43200,18,360
363,31.622776601683793,110.67971810589327,43200,18,360
389,284.60498941515414,173.92527130926086,43200,18,360
382,221.35943621178654,142.30249470757707,43200,18,360
371,94.86832980505137,173.92527130926086,43200,18,360
377,158.11388300841895,173.92527130926086,43200,18,360
390,347.85054261852173,15.811388300841896,43200,18,360
388,284.60498941515414,142.30249470757707,43200,18,360
370,94.86832980505137,142.30249470757707,43200,18,360
386,284.60498941515414,79.05694150420948,43200,18,360
360,31.622776601683793,15.811388300841896,43200,18,360
372,158.11388300841895,15.811388300841896,43200,18,360
381,221.35943621178654,110.67971810589327,43200,18,360
380,221.35943621178654,79.05694150420948,43200,18,360
368,94.86832980505137,79.05694150420948,43200,18,360
391,347.85054261852173,47.43416490252569,43200,18,360
376,158.11388300841895,142.30249470757707,43200,18,360
364,31.622776601683793,142.30249470757707,43200,18,360
375,158.11388300841895,110.67971810589327,43200,18,360
366,94.86832980505137,15.811388300841896,43200,18,360
362,31.622776601683793,79.05694150420948,43200,18,360
