camera_id,xcor,ycor,ticks,run_num,number_deer
303,31.622776601683793,110.67971810589327,43200,2,300
311,94.86832980505137,173.92527130926086,43200,2,300
328,284.60498941515414,142.30249470757707,43200,2,300
320,221.35943621178654,79.05694150420948,43200,2,300
330,347.85054261852173,15.811388300841896,43200,2,300
335,347.85054261852173,173.92527130926086,43200,2,300
318,221.35943621178654,15.811388300841896,43200,2,300
310,94.86832980505137,142.30249470757707,43200,2,300
316,158.11388300841895,142.30249470757707,43200,2,300
306,94.86832980505137,15.811388300841896,43200,2,300
322,221.35943621178654,142.30249470757707,43200,2,300
314,158.11388300841895,79.05694150420948,43200,2,300
300,31.622776601683793,15.811388300841896,43200,2,300
323,221.35943621178654,173.92527130926086,43200,2,300
308,94.86832980505137,79.05694150420948,43200,2,300
315,158.11388300841895,110.67971810589327,43200,2,300
302,31.622776601683793,79.05694150420948,43200,2,300
309,94.86832980505137,110.67971810589327,43200,2,300
324,284.60498941515414,15.811388300841896,43200,2,300
329,284.60498941515414,173.92527130926086,43200,2,300
301,31.622776601683793,47.43416490252569,43200,2,300
321,221.35943621178654,110.67971810589327,43200,2,300
312,158.11388300841895,15.811388300841896,43200,2,300
334,347.85054261852173,142.30249470757707,43200,2,300
333,347.85054261852173,110.67971810589327,43200,2,300
331,347.85054261852173,47.43416490252569,43200,2,300
327,284.60498941515414,110.67971810589327,43200,2,300
326,284.60498941515414,79.05694150420948,43200,2,300
305,31.622776601683793,173.92527130926086,43200,2,300
319,221.35943621178654,47.43416490252569,43200,2,300
313,158.11388300841895,47.43416490252569,43200,2,300
317,158.11388300841895,173.92527130926086,43200,2,300
325,284.60498941515414,47.43416490252569,43200,2,300
307,94.86832980505137,47.43416490252569,43200,2,300
332,347.85054261852173,79.05694150420948,43200,2,300
304,31.622776601683793,142.30249470757707,43200,2,300
