session	deer_id	occasion	trap.id
test	145	1	200
test	60	2	200
test	60	3	200
test	118	3	200
test	60	4	200
test	60	5	200
test	60	5	200
test	73	5	200
test	73	6	200
test	73	6	200
test	73	7	200
test	73	7	200
test	17	8	200
test	17	8	200
test	60	9	200
test	73	9	200
test	60	9	200
test	73	12	200
test	60	12	200
test	34	12	200
test	60	14	200
test	60	14	200
test	73	14	200
test	60	15	200
test	60	16	200
test	60	18	200
test	73	19	200
test	60	19	200
test	73	19	200
test	73	21	200
test	60	22	200
test	60	22	200
test	60	23	200
test	60	23	200
test	17	24	200
test	118	24	200
test	118	25	200
test	60	25	200
test	145	27	200
test	118	27	200
test	145	27	200
test	17	28	200
test	60	28	200
test	118	30	200
test	145	4	201
test	145	4	201
test	145	5	201
test	34	6	201
test	73	8	201
test	34	11	201
test	34	12	201
test	73	12	201
test	145	14	201
test	34	15	201
test	34	15	201
test	34	17	201
test	145	19	201
test	60	20	201
test	145	23	201
test	34	24	201
test	102	1	203
test	102	1	203
test	102	3	203
test	102	4	203
test	102	6	203
test	102	6	203
test	102	7	203
test	102	8	203
test	102	11	203
test	102	12	203
test	102	12	203
test	102	13	203
test	102	14	203
test	102	18	203
test	26	20	203
test	102	21	203
test	102	21	203
test	102	22	203
test	102	30	203
test	193	2	204
test	193	14	204
test	193	15	204
test	193	25	204
test	193	29	204
test	193	29	204
test	183	2	205
test	183	5	205
test	183	7	205
test	183	7	205
test	183	7	205
test	183	9	205
test	2	10	205
test	183	13	205
test	183	17	205
test	183	18	205
test	137	20	205
test	183	23	205
test	183	25	205
test	137	26	205
test	137	27	205
test	183	27	205
test	183	28	205
test	183	29	205
test	183	30	205
test	8	1	206
test	88	3	206
test	88	4	206
test	176	4	206
test	176	4	206
test	176	5	206
test	88	8	206
test	119	9	206
test	88	9	206
test	88	10	206
test	88	10	206
test	176	12	206
test	176	12	206
test	176	12	206
test	176	12	206
test	88	14	206
test	88	17	206
test	88	17	206
test	8	17	206
test	88	20	206
test	176	23	206
test	176	28	206
test	8	28	206
test	8	28	206
test	119	9	207
test	119	13	207
test	119	13	207
test	65	29	207
test	110	19	208
test	15	9	209
test	15	9	209
test	110	10	209
test	167	6	210
test	182	27	210
test	182	27	210
test	81	7	211
test	81	7	211
test	81	27	211
test	81	27	211
test	94	2	212
test	94	4	212
test	161	5	212
test	94	6	212
test	161	7	212
test	94	8	212
test	161	9	212
test	161	12	212
test	94	12	212
test	94	12	212
test	94	14	212
test	94	15	212
test	94	15	212
test	94	16	212
test	161	21	212
test	94	23	212
test	94	23	212
test	38	20	213
test	52	2	214
test	38	4	214
test	38	21	214
test	38	21	214
test	38	27	214
test	162	28	214
test	162	6	215
test	162	6	215
test	162	20	215
test	162	20	215
test	162	29	215
test	162	30	215
test	50	14	219
test	50	15	219
test	56	5	220
test	56	6	220
test	20	9	220
test	141	13	220
test	20	16	220
test	141	18	220
test	56	20	220
test	56	20	220
test	141	21	220
test	56	26	220
test	141	26	220
test	141	26	220
test	141	27	220
test	20	28	220
test	56	30	220
test	141	2	221
test	141	30	221
test	141	30	221
test	143	2	222
test	18	9	222
test	18	10	222
test	18	10	222
test	18	16	222
test	149	19	222
test	149	20	222
test	18	21	222
test	18	25	222
test	153	30	222
test	143	1	223
test	146	3	223
test	146	3	223
test	143	5	223
test	143	5	223
test	143	6	223
test	143	6	223
test	146	7	223
test	14	9	223
test	14	9	223
test	143	9	223
test	149	10	223
test	14	11	223
test	14	11	223
test	14	12	223
test	14	12	223
test	14	14	223
test	14	14	223
test	143	18	223
test	14	20	223
test	14	20	223
test	149	23	223
test	14	23	223
test	143	29	223
test	14	29	223
test	146	29	223
test	14	30	223
test	146	30	223
test	188	17	224
test	159	2	225
test	188	3	225
test	188	10	225
test	188	10	225
test	188	30	225
test	188	6	226
test	134	10	226
test	134	11	226
test	134	12	226
test	134	22	226
test	134	22	226
test	168	26	226
test	129	3	227
test	129	6	227
test	129	7	227
test	129	8	227
test	129	8	227
test	129	11	227
test	129	13	227
test	129	14	227
test	134	16	227
test	134	16	227
test	129	18	227
test	129	18	227
test	168	20	227
test	129	20	227
test	129	21	227
test	129	22	227
test	160	22	227
test	134	22	227
test	129	25	227
test	129	25	227
test	129	27	227
test	129	29	227
test	129	29	227
test	160	12	228
test	160	23	228
test	160	23	228
test	160	24	228
test	160	29	228
test	109	2	230
test	106	6	230
test	106	7	230
test	106	7	230
test	106	8	230
test	106	9	230
test	106	15	230
test	106	16	230
test	109	16	230
test	109	19	230
test	106	21	230
test	106	21	230
test	109	22	230
test	109	23	230
test	106	23	230
test	106	24	230
test	106	28	230
test	106	29	230
test	109	29	230
test	106	29	230
test	106	30	230
test	131	6	231
test	131	16	231
test	109	27	231
test	103	5	232
test	103	6	232
test	103	6	232
test	103	7	232
test	103	15	232
test	103	16	232
test	103	18	232
test	131	25	232
test	103	25	232
test	103	26	232
test	103	26	232
test	103	29	232
test	27	7	234
test	142	7	234
test	142	8	234
test	142	8	234
test	142	13	234
test	142	17	234
test	142	19	234
test	142	24	234
test	92	11	235
test	92	23	235
test	92	23	235
test	92	26	235
