session 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
Oakbay2019 2 3 4 2 0 2 2 5 4 2 4 3 2 3 2 2 5 3 4 6 8 5 2 1 4 1 4 3 1 8
Oakbay2019 2 1 3 2 1 0 3 2 1 1 1 3 0 0 2 3 1 1 3 5 4 2 4 3 1 1 0 0 2 4
Oakbay2019 0 0 0 0 0 0 1 0 1 4 2 0 0 1 1 2 5 4 1 5 3 1 1 3 1 1 0 2 1 3
Oakbay2019 1 1 0 1 1 5 2 0 1 1 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Oakbay2019 0 0 1 4 1 0 0 2 1 0 3 1 0 2 0 1 0 0 0 0 0 0 1 1 3 0 0 0 2 3
Oakbay2019 2 0 0 1 0 0 0 0 1 0 1 1 2 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 2 0
Oakbay2019 1 2 2 2 1 2 2 1 0 0 0 2 5 2 5 5 1 1 0 0 1 1 5 3 1 1 4 0 3 1
Oakbay2019 1 1 1 2 2 0 0 1 2 3 2 1 1 4 2 1 1 1 0 3 4 1 2 1 2 2 1 1 1 2
Oakbay2019 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Oakbay2019 0 1 0 0 0 2 2 2 2 1 1 1 2 0 2 1 0 1 0 2 3 0 1 0 0 0 2 2 0 0
Oakbay2020 0 0 0 0 2 0 2 0 1 0 0 1 0 1 1 0 1 0 0 0 1 0 1 0 1 1 0 0 0 0
Oakbay2020 0 0 0 0 0 0 1 2 0 0 1 2 1 3 3 2 3 1 1 3 3 4 2 4 2 3 1 1 1 4
Oakbay2020 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0
Oakbay2020 3 1 3 2 3 0 4 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Oakbay2020 0 1 0 0 1 0 1 1 1 0 1 0 0 0 0 0 0 0 1 0 1 2 0 0 1 0 0 0 0 0
Oakbay2020 1 0 0 1 0 0 0 2 1 0 0 0 0 0 0 0 0 1 1 0 2 0 0 0 0 0 1 1 0 1
Oakbay2020 0 0 0 0 0 0 3 8 8 5 2 4 2 1 0 0 0 0 1 2 4 1 5 7 4 4 4 4 5 5
Oakbay2020 0 0 0 0 0 0 0 0 2 7 3 5 2 2 0 3 4 0 4 5 2 1 2 3 6 8 3 4 3 4
Oakbay2020 0 0 0 0 1 0 1 1 0 1 0 0 1 0 0 0 0 0 1 1 2 0 0 1 1 0 2 4 1 0
Oakbay2020 2 2 3 4 2 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Oakbay2020 0 0 0 0 0 0 0 0 0 1 1 0 1 2 2 2 2 2 1 0 0 1 1 1 0 1 3 0 1 1
Oakbay2020 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
Oakbay2020 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 0 2 1 0 2 0 0 0 0 1 3 0 1 2
Oakbay2020 6 1 3 3 2 3 0 3 1 5 5 1 5 5 0 3 2 4 3 4 8 3 0 0 0 0 0 0 0 0
Oakbay2020 4 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 2 0 2 3 0 0 0 0 0 1 0 0 3 0
Oakbay2020 0 0 0 1 0 0 1 1 0 0 2 0 0 0 0 1 0 0 0 0 2 2 0 1 0 0 1 1 0 0
Oakbay2020 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 1 0 1
Oakbay2020 2 2 0 0 0 0 0 0 0 0 0 0 5 5 0 1 0 1 0 0 0 1 3 0 0 0 0 0 1 0
Oakbay2020 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Oakbay2020 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0
Oakbay2020 0 0 0 0 0 0 0 0 0 1 1 0 0 1 2 0 0 0 2 0 0 2 0 0 0 0 1 1 0 1
Oakbay2020 3 1 0 1 3 3 1 5 2 5 5 4 3 3 4 1 3 5 2 4 2 3 3 6 1 3 1 4 1 1
Oakbay2020 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Oakbay2020 0 0 0 0 0 0 0 2 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0
Oakbay2020 1 3 0 2 1 2 1 6 4 1 1 1 0 2 3 2 6 3 4 3 2 3 3 1 1 2 4 1 0 0
Oakbay2020 0 0 0 0 0 0 0 2 3 1 4 3 2 7 2 7 9 8 4 2 1 2 4 4 5 1 1 2 5 4
Oakbay2020 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Oakbay2020 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 5 1 0 1 3 1 1 2 2 1 2 2 0 4
Oakbay2020 2 2 2 2 0 1 1 1 0 1 0 3 6 1 1 3 3 0 2 1 0 0 2 1 4 6 3 3 0 3
Oakbay2020 0 2 2 1 0 0 0 1 3 3 1 0 2 1 2 1 0 0 0 2 0 1 2 3 1 2 1 2 1 4
Oakbay2020 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 3 3 2 0 1 2 2 4 7 3
Oakbay2020 1 1 0 0 2 2 2 0 0 1 2 2 1 3 1 2 2 1 0 1 1 2 5 0 1 0 0 0 1 0
Oakbay2020 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 2 1 3 2 0 3 3 1 0 0 0 0 2 0
Oakbay2020 1 0 0 0 1 1 4 1 0 3 0 2 4 1 1 0 2 2 4 6 1 6 1 0 1 2 0 0 2 1
Oakbay2020 1 1 0 2 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Oakbay2020 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 2 0 0 0 0 0 0
Oakbay2021 1 0 0 0 1 0 1 1 1 1 0 0 0 1 1 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0
Oakbay2021 3 4 2 2 0 1 0 0 2 2 2 1 1 2 2 0 0 0 1 2 0 3 2 1 0 2 1 0 0 0
Oakbay2021 1 2 3 1 2 2 2 1 3 0 1 2 2 1 2 3 1 3 1 4 0 1 0 0 1 0 1 4 0 0
Oakbay2021 0 0 1 0 4 5 2 6 2 1 1 2 0 0 3 0 0 2 4 1 2 0 1 0 0 0 0 2 0 0
Oakbay2021 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Oakbay2021 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Oakbay2021 6 7 5 2 4 6 4 7 7 5 6 5 7 4 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Oakbay2021 0 0 7 3 6 1 4 7 3 3 1 2 5 2 2 1 3 7 5 3 9 5 5 2 7 4 7 4 9 6
Oakbay2021 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 2 0 1
Oakbay2021 0 0 1 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Oakbay2021 0 1 1 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Oakbay2021 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Oakbay2021 0 0 4 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Oakbay2021 0 0 2 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Oakbay2021 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Oakbay2021 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Oakbay2021 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0
Oakbay2021 0 0 0 0 0 0 0 0 1 1 0 1 1 0 2 0 4 1 2 1 1 2 3 1 1 1 2 0 0 1
Oakbay2021 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Oakbay2021 0 0 0 3 4 1 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Oakbay2021 0 0 2 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0
Oakbay2021 0 4 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Oakbay2021 0 2 3 4 3 2 2 2 7 2 1 1 1 2 0 2 1 0 0 0 3 1 1 2 1 3 1 3 3 2
Oakbay2021 1 1 1 2 1 2 2 3 3 3 0 0 1 0 3 0 0 1 0 0 1 1 1 3 1 0 0 0 0 0
Oakbay2021 1 0 0 0 2 1 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Oakbay2021 2 0 0 0 1 1 0 0 0 2 1 0 0 0 0 5 0 0 0 0 0 0 0 1 1 1 0 0 0 0
Oakbay2021 0 1 0 0 0 0 1 0 1 1 0 0 0 2 0 0 2 1 0 0 0 2 0 0 0 0 0 0 1 1
Oakbay2021 0 0 1 0 1 0 0 1 0 0 0 1 2 0 1 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0
Oakbay2021 2 3 1 0 1 0 1 1 1 1 0 0 1 1 2 0 1 1 0 2 1 0 0 1 0 0 0 0 0 0
Oakbay2021 0 0 1 0 0 0 0 0 0 0 1 4 2 1 2 0 0 0 0 0 0 0 1 0 1 1 0 2 1 0
Oakbay2021 2 2 1 0 2 0 1 0 0 0 2 1 3 1 4 0 3 1 0 1 1 4 0 0 4 2 7 0 1 4
Oakbay2021 2 2 3 4 7 4 1 0 1 0 1 2 3 0 1 0 0 0 0 1 0 1 1 1 0 1 0 0 1 2
Oakbay2021 0 0 0 0 0 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Oakbay2021 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Oakbay2022 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Oakbay2022 0 0 0 3 1 0 0 2 0 0 2 2 2 2 3 2 4 2 5 2 3 4 2 1 3 1 2 1 0 1
Oakbay2022 0 1 2 0 0 1 1 0 2 0 0 0 1 3 1 0 1 1 2 0 3 1 1 3 0 1 1 0 0 1
Oakbay2022 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Oakbay2022 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0
Oakbay2022 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 1
Oakbay2022 2 0 0 1 0 1 0 1 0 1 2 2 1 1 1 1 0 0 1 0 3 0 1 1 2 2 2 0 0 1
Oakbay2022 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Oakbay2022 1 1 0 0 0 0 1 0 1 1 0 1 3 0 0 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0
Oakbay2022 1 2 0 0 0 1 1 1 1 0 0 0 0 0 0 0 1 0 1 0 0 1 3 0 2 1 0 0 1 0
Oakbay2022 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 2 0 2 1 1 1 1 1 2 2 0 1 1 0
Oakbay2022 0 0 0 0 0 2 2 2 1 1 0 1 0 1 0 0 1 2 0 0 1 1 0 1 1 0 2 0 1 0
Oakbay2022 0 1 0 1 0 1 0 0 0 1 0 0 0 0 0 0 1 1 0 1 1 0 0 1 1 0 0 0 0 0
Oakbay2022 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 3 0 4 0 1 0 0 1 0
Oakbay2022 2 1 2 2 1 0 0 2 2 2 0 3 3 2 0 0 2 1 2 1 2 1 3 1 1 2 0 2 0 0
Oakbay2022 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
Oakbay2022 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Oakbay2022 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Oakbay2022 0 0 1 0 0 0 0 3 0 1 0 0 3 2 1 0 0 0 0 0 0 0 0 2 0 0 1 0 1 0
Oakbay2022 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
Oakbay2022 1 1 1 1 0 1 0 2 0 0 1 0 0 4 1 1 0 0 0 1 1 1 0 0 1 1 1 2 1 3
Oakbay2022 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
Oakbay2022 1 1 7 0 1 0 0 0 0 0 0 0 0 0 0 3 1 0 2 0 0 2 0 1 0 1 0 1 1 3
Oakbay2022 2 1 1 1 3 0 0 2 1 0 0 1 1 2 0 1 0 1 2 1 0 4 1 1 4 2 2 0 0 0
Oakbay2022 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Oakbay2022 8 9 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Oakbay2022 6 3 2 4 2 5 3 0 2 1 2 2 5 5 7 8 3 3 3 5 3 0 2 7 5 6 3 3 4 5
Oakbay2022 0 0 0 0 0 0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1
Oakbay2022 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
Oakbay2022 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0
Oakbay2022 0 1 0 2 0 1 1 1 1 1 2 0 1 2 0 1 3 0 0 0 1 0 1 2 2 0 3 2 0 0
Oakbay2022 0 1 2 3 1 0 2 0 1 1 0 4 1 1 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Oakbay2022 1 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 2 2 0 1 1 0 0 1 1 1 0 0 1 0
Oakbay2022 1 1 3 1 0 3 1 2 0 2 1 2 0 1 3 5 2 2 1 2 0 5 1 3 0 1 0 2 1 1
Oakbay2022 2 4 0 5 3 2 2 3 5 4 2 0 2 2 1 4 1 2 2 3 4 1 1 2 1 5 1 0 0 1
Oakbay2022 1 3 3 3 1 1 2 2 1 2 3 0 1 1 1 1 1 4 0 0 0 0 0 0 2 0 0 1 2 0
Oakbay2023 1 2 1 1 1 0 0 0 1 2 0 0 0 0 0 1 1 1 2 0 1 0 0 1 1 2 1 0 1 1
Oakbay2023 0 0 1 0 0 1 0 2 0 2 2 1 2 2 3 1 2 0 0 0 0 3 2 1 2 1 2 1 0 0
Oakbay2023 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Oakbay2023 0 0 0 3 1 1 1 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Oakbay2023 1 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
Oakbay2023 2 1 0 1 3 2 2 3 1 0 1 1 0 2 0 1 0 0 0 1 2 0 0 2 0 0 0 1 1 0
Oakbay2023 1 4 6 2 3 5 2 5 1 2 2 3 4 2 1 1 2 3 1 0 3 2 2 1 0 0 0 1 0 1
Oakbay2023 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0
Oakbay2023 0 1 0 1 0 0 2 4 0 3 0 1 2 2 0 0 1 1 0 0 1 0 1 0 0 1 0 2 2 0
Oakbay2023 0 0 1 0 1 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1
Oakbay2023 2 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 2 0 0 0 1 0
Oakbay2023 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Oakbay2023 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0
Oakbay2023 1 2 1 0 3 3 2 0 2 2 2 2 2 4 0 2 2 1 3 0 1 1 4 1 3 0 1 0 0 1
Oakbay2023 0 0 1 3 2 2 1 2 2 0 1 3 3 0 0 0 2 3 0 1 4 0 2 0 0 0 0 0 2 7
Oakbay2023 0 2 0 0 0 0 0 0 2 1 0 0 1 1 2 1 0 1 0 0 0 1 0 2 2 1 1 0 3 3
Oakbay2023 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
Oakbay2023 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Oakbay2023 0 0 0 0 1 0 0 0 0 4 1 0 0 0 0 0 1 0 3 1 0 1 1 0 0 0 0 1 0 0
Oakbay2023 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0
Oakbay2023 0 0 0 0 0 1 1 0 1 0 0 0 1 1 1 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0
Oakbay2023 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
Oakbay2023 1 2 0 0 1 2 2 2 0 0 0 2 2 4 0 3 5 6 5 2 0 4 0 1 6 1 3 3 1 0
Oakbay2023 0 3 1 2 1 1 0 0 0 1 0 1 1 1 1 1 0 0 1 0 1 2 0 2 0 0 1 1 0 1
Oakbay2023 0 0 3 5 3 2 3 0 0 2 3 2 3 2 3 2 2 0 2 2 1 0 0 0 0 0 0 0 0 0
Oakbay2023 1 1 2 1 2 0 1 0 1 1 0 0 1 2 0 0 0 2 0 2 2 1 1 2 1 0 1 1 1 2
Oakbay2023 0 1 0 1 2 1 0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 1 0 0 1 2 0 1 2 1
Oakbay2023 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0
Oakbay2023 0 0 1 0 0 0 0 2 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 2 1 0 2 0 0 0
Oakbay2023 1 0 0 0 2 1 0 0 1 1 0 0 0 0 0 0 1 2 0 0 0 1 1 2 5 0 0 1 0 0
Oakbay2023 0 2 2 3 0 3 1 0 1 0 3 1 0 1 2 3 1 0 2 1 4 1 0 0 0 2 0 1 6 0
Oakbay2023 0 1 0 1 0 1 1 0 1 1 1 0 2 0 0 1 2 0 3 1 3 1 0 0 0 1 2 0 0 0
